Bear,Sex,Age, Date ,General Location,Capture type,Release Site,Handler,Year
692,Female,Subadult,10/4/11,"South Fork Shoshone, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2011
693,Female,Adult,10/4/11,"Alum Crk, YNP",Research,On site,IGBST,2011
589,Male,Adult,10/7/11,"Bridge Crk, YNP",Research,On site,IGBST,2011
694,Female,Adult,10/7/11,"Clarks Fork Yellowstone, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2011
337,Female,Adult,10/9/11,"Clarks Fork Yellowstone, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2011
G175,Female,Subadult,10/9/11,"Clarks Fork Yellowstone, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2011
G176,Female,Subadult,10/9/11,"Clarks Fork Yellowstone, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2011
G177,Female,Subadult,10/9/11,"Clarks Fork Yellowstone, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2011
517,Female,Adult,10/14/11,"South Fork Shoshone, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2011
G178,Male,Subadult,10/13/11,"South Fork Shoshone, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2011
G179,Male,Subadult,10/13/11,"South Fork Shoshone, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2011
204,Male,Subadult,10/15/11,"Flat Mountain Crk, YNP",Research,On site,IGBST,2011
G141,Male,Adult,10/17/11,"Pine Crk, Pr-MT",Management,Removed,WS/MTFWP,2011
541,Female,Adult,10/17/11,"Flat Mountain Crk, YNP",Research,On site,IGBST,2011
465,Male,Adult,10/19/11,"South Fork Shoshone, Pr-WY",Management,"Reef Crk, SNF",WYGFD,2011
Unm,Male,Adult,10/21/11,"Box Crk, BTNF",Management,Removed,WYGFD,2011
695,Male,Subadult,10/28/11,"Gibbon River, YNP",Research,On site,IGBST,2011
628,Female,Adult,10/30/11,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2011
566,Male,Adult,10/31/11,"Gibbon River, YNP",Research,On site,IGBST,2011
515,Male,Adult,10/31/11,"Gibbon River, YNP",Research,On site,IGBST,2011
696,Male,Adult,11/4/11,"Pat O'Hara Crk, Pr-WY",Management,"Gulf Crk, CTNF",WYGFD,2011
666,Female,Adult,11/6/11,"Wind River, Pr-WY",Management,Removed,WYGFD,2011
552,Male,Adult,11/11/11,"Pat O'Hara Crk, Pr-WY",Management,"Sheffield Crk, BTNF",WYGFD,2011
Unm,Male,Adult,11/11/11,"South Fork Shoshone, ST-WY",Management,Removed,WYGFD,2011
634,male,adult,4/24/10,"Graybull River, Pr-WY",Management,"Wiggins Fork, ST-WY",WYGFD,2010
635,male,adult,4/24/10,"Graybull River, Pr-WY",Management,"Wiggins Fork, ST-WY",WYGFD,2010
636,male,adult,4/25/10,"Gros Ventre River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2010
636,male,adult,6/12/10,"Canyon Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2010
637,male,adult,4/25/10,"Gros Ventre River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2010
G139,male,Subadult,5/3/10,"Fish Crk, Pr-WY",Management,"Wiggins Fork, SNF",WYGFD,2010
G139,male,Subadult,7/13/10,"Crooked Crk, PR-WY",Management,Removed,WYGFD,2010
638,male,adult,5/8/10,"East Fork Wind River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2010
639,male,adult,5/11/10,"Cougar Crk, SNF",Research,On site,WYGFD,2010
640,male,adult,5/14/10,"Elk Fork Shoshone River, SNF",Research,On site,WYGFD,2010
G151,male,subadult,5/15/10,"Cougar Crk, SNF",Research,On site,WYGFD,2010
641,male,adult,5/16/10,"North Fork Shoshone River, SNF",Research,On site,IGBST,2010
642,male,subadult,5/18/10,"Pat O'Hara Crk, Pr-WY",Management,"Sheffield Crk,BTNF",WYGFD,2010
643,male,adult,5/18/10,"North Fork Shoshone River, SNF",Research,oNorth site,IGBST,2010
643,male,adult,5/20/10,"North Fork Shoshone River, SNF",Research,oNorth site,IGBST,2010
643,male,adult,6/9/10,"North Fork Shoshone River, SNF",Research,oNorth site,WYGFD,2010
G152,Female,subadult,5/19/10,"Clark, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
632,male,adult,5/23/10,"Big Crk, Pr-WY",Management,Removed,WYGFD,2010
G153,Female,subadult,5/24/10,"North Fork Shoshone River, SNF",Research,oNorth site,WYGFD,2010
644,male,adult,6/11/10,"North Fork Shoshone River, SNF",Research,oNorth site,WYGFD,2010
645,female,adult,6/15/10,"Crow Crk, SNF",Research,On site,WYGFD,2010
646,male,adult,6/17/10,"Kitty Crk, SNF",Research,On site,IGBST,2010
628,female,adult,6/17/10,"Kitty Crk, SNF",Research,On site,IGBST,2010
628,Female,adult,10/2/01,"South Fork Shoshone River, SNF",Management,"Falls River, CTNF",WYGFD,2010
337,female,adult,6/26/10,"Clark, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2010
587,male,subadult,7/3/10,"Tosi Crk, BTNF-WY",Management,"Pilgrim Crk, GTNP",WYGFD,2010
Unm,male,subadult,7/2/10,"Solfatara Crk, YNP",Management,Removed,YNP,2010
G154,Female,Subadult,7/6/10,"Green River, Pt-WY",Management,"Mormon Crk, SNF",WYGFD,2010
G154,Female,Subadult,8/19/10,"Brooks Lake, Pr-WY",Management,Removed,WYGFD,2010
Unm,female,subadult,7/10/10,"South Fork Shoshone River, Pr-WY",Management,Removed,WYGFD,2010
647,male,subadult,7/16/10,"Klondike Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2010
648,male,adult,7/19/10,"Wagon Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2010
649,male,adult,7/24/10,"Cottonwood Crk, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2010
Unm,unkown,subadult,7/27/10,"Fish Crk, Pr-WY",Management,On site,WYGFD,2010
Unm,female,adult,7/28/10,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2010
Unm,female,subadult,7/29/10,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2010
Unm,female,subadult,7/29/10,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2010
Unm,male,subadult,7/30/10,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2010
G155,male,subadult,7/30/10,"Green River, BTNF",Management,"Mormon Crk, SNF",WYGFD,2010
Unm,unkown,subadult,7/31/10,"Whit Crk, Pr-WY",Management,On site,WYGFD,2010
279,female,adult,8/3/10,"Sheridan Crk, SNF",Management,Removed,WYGFD,2010
G156,Male,subadult,8/3/10,"Sheridan Crk, SNF",Management,"Mormon Crk, SNF",WYGFD,2010
G156,Male,Subadult,8/18/10,"Lake Crk, Pr-WY",Management,"North Fork Shoshone, SNF",WYGFD,2010
G157,male,subadult,8/3/10,"Sheridan Crk, SNF",Management,"Cascade Crk, CTNF",WYGFD,2010
G158,male,subadult,8/16/10,"Spring Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2010
498,male,adult,8/5/10,"Sheridan Crk, SNF",Management,Removed,WYGFD,2010
G158,male,subadult,8/8/10,"Wagon Crk, BTNF",Management,On site,WYGFD,2010
594,male,subadult,8/8/10,"East Dry Crk, CTNF",Research,On site,IDFG/IGBST,2010
650,female,adult,8/9/10,"Raspberry Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2010
603,male,adult,8/15/10,"East Fork Wind River, Pr-WY",Management,Removed,WYGFD,2010
651,male,adult,8/15/10,"Sunlight Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
652,male,subadult,8/17/10,"Green River, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2010
653,male,subadult,8/22/10,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2010
654,female,adult,8/23/10,"Sunlight Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
655,male,subadult,8/24/10,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2010
493,male,adult,8/26/10,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2010
656,male,subadult,8/27/10,"Trail Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2010
283,male,adult,8/29/10,"Badger Crk, Pr-WY",Management,Removed,WYGFD,2010
400,male,adult,9/5/10,"Klondike Crk, BTNF",Management,"Clark's Fork River, SNF",WYGFD,2010
506,male,adult,9/5/10,"Pacific Crk, BTNF",Management,"Clark's Fork River, SNF",WYGFD,2010
437,male,adult,9/7/10,"Kinky Crk, BTNF",Management,Removed,WYGFD,2010
550,male,adult,9/7/10,"Sunlight Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2010
657,male,subadult,9/10/10,"Eaglenest Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
315,female,adult,9/9/10,"Pacific Crk, BTNF",Management,"N Fork Shoshone, SNF",WYGFD,2010
G159,female,subadult,9/9/10,"Pacific Crk, BTNF",Management,"N Fork Shoshone, SNF",WYGFD,2010
G160,male,subadult,9/9/10,"Pacific Crk, BTNF",Management,"N Fork Shoshone, SNF",WYGFD,2010
G161,male,subadult,9/9/10,"Pacific Crk, BTNF",Management,"N Fork Shoshone, SNF",WYGFD,2010
658,female,adult,9/11/10,"Trail Crk, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2010
659,male,adult,9/13/10,"Pacific Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2010
338,male,adult,9/15/10,"Arnica Crk, YNP",Research,On site,IGBST,2010
338,male,adult,9/17/10,"Bridge Crk, YNP",Research,On site,IGBST,2010
338,male,adult,9/20/10,"Arnica Crk, YNP",Research,On site,IGBST,2010
558,female,adult,9/15/10,"Snowshoe Crk, SNF",Management,"Clark's Fork, SNF",WYGFD,2010
448,female,adult,9/16/10,"Arnica Crk, YNP",Research,On site,IGBST,2010
448,female,adult,9/20/10,"Arnica Crk, YNP",Research,On site,IGBST,2010
589,male,adult,9/16/10,"Arnica Crk, YNP",Research,On site,IGBST,2010
589,Male,adult,10/18/10,"Trout Crk, YNP",Research,On site,IGBST,2010
660,female,adult,9/17/10,"Timber Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2010
G162,female,subadult,9/17/10,"Timber Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2010
G163,female,subadult,9/17/10,"Timber Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2010
661,female,adult,9/20/10,"Coyote Crk, YNP",Research,On site,IGBST,2010
481,female,adult,9/20/10,"Bridge Crk, YNP",Research,On site,IGBST,2010
481,female,adult,10/15/10,"Trout Crk, YNP",Research,On site,IGBST,2010
618,male,subadult,9/21/10,"Coyote Crk, YNP",Research,On site,IGBST,2010
Unm,female,adult,9/20/10,"Dry Crk, Pr-MT",Management,Removed,WS/MTFWP,2010
332,female,adult,9/23/10,"South Fork Shoshone River, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2010
478,female,adult,9/24/10,"Diamond Crk, Pr-WY",Management,Removed,WYGFD,2010
G164,male,subadult,9/25/10,"Diamond Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2010
517,female,adult,9/28/10,"South Fork Shoshone River, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
Unm,male,subadult,9/28/10,"South Fork Shoshone River, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
Unm,male,subadult,9/28/10,"South Fork Shoshone River, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
513,male,adult,9/29/10,"South Fork Shoshone River, Pr-WY",Management,Removed,WYGFD,2010
662,female,adult,10/1/10,"Jasper Crk, YNP",Research,On site,IGBST,2010
663,female,adult,10/2/10,"Jasper Crk, YNP",Research,On site,IGBST,2010
664,male,adult,10/3/10,"South Fork Shoshone River, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2010
512,male,adult,10/5/10,"West Yellowstone, Pr-MT",Management,Removed,MTFWP/IGBST,2010
665,female,adult,10/5/10,"Yellowstone River, Pr-MT",Management,"Arnica Crk, YNP",MTFWP/IGBST,2010
G165,male,subadult,10/5/10,"Yellowstone River, Pr-MT",Management,"Arnica Crk, YNP",MTFWP/IGBST,2010
G166,male,subadult,10/5/10,"Yellowstone River, Pr-MT",Management,"Arnica Crk, YNP",MTFWP/IGBST,2010
Unm,male,adult,10/11/10,"Yellowstone River, Pr-MT",Management,Removed,MTFWP,2010
323,male,adult,10/13/10,"Gibbon River, YNP",Research,On site,IGBST,2010
323,male,adult,10/14/10,"Gibbon River, YNP",Research,On site,IGBST,2010
556,male,adult,10/14/10,"Trout Crk, YNP",Research,On site,IGBST,2010
566,male,adult,10/15/10,"Gibbon River, YNP",Research,On site,IGBST,2010
566,male,adult,10/18/10,"Gibbon River, YNP",Research,On site,IGBST,2010
566,male,adult,10/20/10,"Gibbon River, YNP",Research,On site,IGBST,2010
227,male,adult,10/15/10,"Gibbon River, YNP",Research,On site,IGBST,2010
666,female,adult,10/16/10,"Whit Crk, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2010
569,female,adult,10/17/10,"Green Crk, Pr-WY",Management,Removed,WYGFD,2010
667,female,adult,10/23/10,Sage Crk Pr-WY,Management,"Cascade Crk, CTNF",WYGFD,2010
G167,male,subadult,11/4/10,"O'Hara Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2010
603,male,adult,4/30/09,"East Fork Wind River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2009
604,male,adult,5/3/09,"S Fork Shoshone River, Pr-WY",Management,"Lake Crk, SNF",WYGFD,2009
604,male,adult,5/17/09,"Gravelbar Crk, SNF",Research,"Pilot Crk, SNF",WYGFD,2009
G135,male,adult,5/12/09,"Buffalo Fork, Pr-WY",Management,Removed,WYGFD,2009
605,female,subadult,5/15/09,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
G136,male,subadult,5/15/09,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
606,male,adult,5/19/09,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
607,male,adult,5/20/09,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
607,male,adult,6/6/09,"Gravelbar Crk, SNF",Research,On site,WYGFD,2009
G137,male,adult,5/21/09,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
G138,male,adult,5/23/09,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
G139,male,subadult,5/23/09,"Wind River, Pr-WY",Management,"Shemeld Crk, BTNF",WYGFD,2009
553,male,adult,5/30/09,"Pilot Crk, SNF",Research,On site,WYGFD,2009
554,female,subadult,5/30/09,"West Painter Crk, SNF",Research,On site,WYGFD,2009
554,female,subadult,6/19/09,"Reef Crk, SNF",Research,On site,WYGFD,2009
550,male,adult,6/1/09,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
G140,male,subadult,6/4/09,"Pilot Crk, SNF",Research,On site,WYGFD,2009
G140,male,subadult,6/12/09,"Ghost Crk, SNF",Research,On site,WYGFD,2009
G141,male,subadult,6/7/09,"Clark, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2009
Unm,unknown,subadult,6/7/09,"Bennett Crk, Pr-WY",Management,On site,WYGFD,2009
Unm,unknown,subadult,6/7/09,"Bennett Crk, Pr-WY",Management,On site,WYGFD,2009
608,male,adult,6/9/09,"Ghost Crk, SNF",Research,On site,WYGFD,2009
201,male,adult,6/10/09,"Chipmunk Crk, YNP",Research,On site,IGBST,2009
201,male,adult,6/26/09,"Chipmunk Crk, YNP",Research,On site,IGBST,2009
515,male,adult,6/11/09,"Cub Crk, YNP",Research,On site,IGBST,2009
515,male,adult,7/22/09,"Bridge Crk, YNP",Research,On site,IGBST,2009
G142,male,subadult,6/11/09,"Blaine Crk, Pr-WY",Management,Removed,WYGFD,2009
G143,male,subadult,6/11/09,"Deadman Crk, SNF",Research,On site,WYGFD,2009
609,male,subadult,6/13/09,"Antelope Crk, YNP",Research,On site,IGBST,2009
204,male,adult,6/15/09,"Cub Crk, YNP",Research,On site,IGBST,2009
201,male,adult,6/18/09,"Alluvium Crk, YNP",Research,On site,IGBST,2009
G144,male,adult,6/15/09,"Pilot Crk, SNF",Research,On site,WYGFD,2009
Unm,male,adult,6/24/09,"Chipmunk Crk, YNP",Research,On site,IGBST,2009
596,female,adult,6/25/09,"Bennett Crk, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2009
596,female,adult,8/23/09,"Bill Crk, SNF",Management,"Blackrock Crk, BTNF",WYGFD,2009
596,female,adult,11/10/09,"Shoshone River, ST-WY",Management,Removed,WYGFD,2009
610,female,adult,6/26/09,"Cottonwood Crk, GTNP",Research,On site,GTNP,2009
610,female,adult,10/4/09,"Snake River, GTNP",Research,On site,IGBST,2009
G145,male,subadult,6/28/09,"S Fork Shoshone River, Pr-WY",Management,"Pilot Crk, SNF",WYGFD,2009
434,male,adult,0/28/09,"Sunlight Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2009
568,male,adult,6/29/09,"Cub Crk, YNP",Research,On site,IGBST,2009
570,male,adult,6/29/09,"Flat Mountain Crk, YNP",Research,On site,IGBST,2009
448,female,adult,7/9/09,"Bridge Crk, YNP",Research,On site,IGBST,2009
448,female,adult,7/10/09,"Arnica Crk, YNP",Research,On site,IGBST,2009
448,female,adult,7/14/09,"Arnica Crk, YNP",Research,On site,IGBST,2009
448,female,adult,7/23/09,"Arnica Crk, YNP",Research,On site,IGBST,2009
611,male,adult,7/9/09,"Elk Crk, CTNF",Management,"Thirsty Crk, CTNF",IDFG,2009
G133,male,subadult,7/17/09,"Cottonwood Crk, GTNP",Research,"Glade Crk, JDRMP",GTNP,2009
Unm,female,subadult,7/19/09,"Line Crk, BLM-WY",Management,Removed,WYGFD,2009
Unm,male,subadult,7/19/09,"Line Crk, BLM-WY",Management,Removed,WYGFD,2009
Unm,male,subadult,7/19/09,"Line Crk, BLM-WY",Management,Removed,WYGFD,2009
612,female,adult,7/20/09,"Snowshoe Crk, SNF",Management,"Mormon Crk, SNF",WYGFD,2009
589,male,adult,7/22/09,"Arnica Crk, YNP",Research,On site,IGBST,2009
338,male,adult,7/22/09,"Arnica Crk, YNP",Research,On site,IGBST,2009
338,male,adult,7/28/09,"Bridge Crk, YNP",Research,On site,IGBST,2009
481,female,adult,7/23/09,"Bridge Crk, YNP",Research,On site,IGBST,2009
613,female,adult,7/24/09,"Rock Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2009
614,female,adult,7/26/09,"Elk Crk, CTNF",Management,On site,IDFG,2009
615,female,subadult,7/28/09,"Cottonwood Crk, GTNP",Research,On site,GTNP,2009
616,female,adult,7/29/09,"Yellowstone River, YNP",Research,On site,IGBST,2009
617,male,subadult,8/2/09,"Fish Crk, BNTF",Management,"Mormon Crk, SNF",WYGFD,2009
Unm,male,subadult,8/8/09,"Snowshoe Crk, SNF",Management,On site,WS/WYGFD,2009
G146,male,adult,8/11/09,"Rock Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2009
618,male,subadult,8/13/09,"Colley Crk, GNF",Research,On site,IGBST,2009
333,male,adult,8/20/09,"S Fork Shoshone River, SNF",Management,"Boone Crk, CTNF",WYGFD,2009
547,male,adult,8/20/09,"N Antelope SPrings, CTNF",Research,On site,IDFG/IGBST,2009
547,male,adult,8/23/09,"N Antelope SPrings, CTNF",Research,On site,IDFG/IGBST,2009
619,male,subadult,8/20/09,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2009
620,female,adult,8/25/09,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2009
621,male,adult,8/26/09,"N Antelope SPrings, CTNF",Research,On site,IDFG/IGBST,2009
622,male,subadult,9/11/09,"Vass Crk, BLM-WY",Research,On site,WYGFD,2009
622,male,subadult,9/18/09,"Vass Crk, BLM-WY",Research,On site,WYGFD,2009
623,male,subadult,9/12/09,"Vass Crk, BLM-WY",Research,On site,WYGFD,2009
624,male,adult,9/14/09,"owl Crk, Pr WY",Research,On site,WYGFD,2009
G147,male,subadult,9/15/09,"Vass Crk, BLM-WY",Research,On site,WYGFD,2009
625,male,adult,9/18/09,"Wagon Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2009
626,female,adult,9/19/09,"S Fork owl Crk, BLM-WY",Research,On site,WYGFD,2009
627,female,adult,9/23/09,"Snake River, JDRMP",Research,On site,IGBST,2009
424,male,adult,10/1/09,"Gardner River, YNP",Research,On site,IGBST,2009
526,male,adult,10/2/09,"Snake River, GTNP",Research,On site,IGBST,2009
G148,male,subadult,10/2/09,"Pacific Crk, GTNP",Research,On site,IGBST,2009
569,female,adult,10/2/09,"Whit Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2009
G149,female,subadult,10/2/09,"Whit Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2009
G150,female,subadult,10/2/09,"Whit Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2009
G144,male,adult,10/4/09,"Pacific Crk, GTNP",Research,On site,IGBST,2009
G144,male,adult,10/7/09,"Snake River, GTNP",Research,On site,IGBST,2009
Unm,male,adult,10/6/09,"Pacific Crk, BTNF",Management,Removed,WYGFD,2009
260,male,adult,10/7/09,"Antelope Crk, YNP",Research,On site,IGBST,2009
628,female,subadult,10/12/09,"S Fork Shoshone River,Pr-WY",Management,"Clark's Fork River, SNF",WYGFD,2009
629,male,adult,10/12/09,"North Fork ShoshoNorthe River, SNF",Management,"Grassy Crk, CTNF",WYGFD,2009
630,male,adult,10/14/09,"Stephens Crk, YNP",Research,On site,IGBST,2009
631,female,subadult,10/14/09,"S Fork Shoshone River,Pr-WY",Management,"Long Crk, SNF",WYGFD,2009
228,male,adult,10/15/09,"Stephens Crk, YNP",Research,On site,IGBST,2009
227,male,adult,10/21/09,"Gibbon River, YNP",Research,On site,IGBST,2009
227,male,adult,10/28/09,"Gibbon River, YNP",Research,On site,IGBST,2009
632,male,adult,10/30/09,"Twin Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2009
633,male,adult,11/3/09,"Davis Crk, Pr-MT",Management,"Trapper Crk, GNF",WS/MTFWP,2009
291,Male,Adult,4/19/08,"East Fork Wind River, Pr-WY",Management,Removed,WYGFD,2008
579,Male,Subadult,4/21/08,"Boulder River, Pr-MT",Management,Removed,MTFWP,2008
G126,Female,Subadult,5/8/08,"Wind River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2008
G127,Male,Subadult,5/8/08,"Wind River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2008
525,Female,Adult,5/9/08,"Wind River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2008
580,Male,Adult,5/9/08,"Long Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2008
581,Male,Adult,5/17/08,"Crandall Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2008
582,Male,Subadult,6/8/08,"Rattlesnake Crk, Pr-WY",Management,"Pilot Crk, SNF",WYGFD,2008
582,male,subadult,8/11/08,"Beartooth Crk, SNF",Management,Removed,WYGFD,2008
583,Male,Subadult,6/12/08,"Grass Crk, BLM-WY",Research,On site,WYGFD,2008
584,Male,Subadult,6/13/08,"Raspberry Crk, ST-WY",Research,On site,WYGFD,2008
448,Female,Adult,6/14/08,"Bridge Crk, YNP",Research,On site,IGBST,2008
448,Female,Adult,7/26/08,"Bridge Crk, YNP",Research,On site,IGBST,2008
448,Female,Adult,10/23/08,"Arnica Crk, YNP",Research,On site,IGBST,2008
585,Male,Adult,10/14/08,"Yellowstone River, YNP",Research,On site,IGBST,2008
149,Female,Adult,6/17/08,"Yellowstone River, YNP",Research,On site,IGBST,2008
586,Male,Subadult,6/19/08,"Grass Crk, BLM-WY",Research,On site,WYGFD,2008
587,Male,Subadult,6/28/08,"Pacific Crk, Pr-WY",Management,"Glade Crk, CTNF",WYGFD,2008
492,Female,Subadult,6/30/08,"Flat Mountain Crk, YNP",Research,On site,IGBST,2008
492,Female,subadult,7/18/08,"Flat Mountain Crk, YNP",Research,On site,IGBST,2008
434,Male,Adult,7/8/18,"Horse Crk, SNF",Research,On site,WYGFD,2008
588,Male,Subadult,7/10/08,"Standard Crk, Pr-MT",Research,On site,IGBST,2008
360,Female,Adult,7/17/08,"Papoose Crk, Pr-MT",Research,On site,IGBST,2008
G128,Female,Subadult,7/18/08,"South Fork Shoshone, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2008
541,Female,Adult,7/22/08,"Flat Mountain Crk, YNP",Research,On site,IGBST,2008
495,Female,Adult,7/22/08,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2008
433,Male,Adult,7/24/08,"Crow Crk, SNF",Management,Removed,WYGFD,2008
504,Male,Adult,7/28/08,"Gypsum Crk, BTNF",Management,Removed,WYGFD,2008
487,Male,Adult,7/27/08,"Wood River, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2008
589,Male,Adult,7/28/08,"Bridge Crk, YNP",Research,On site,IGBST,2008
464,Male,Adult,7/31/08,"Trail Crk, Pr-WY",Management,Removed,WYGFD,2008
497,Female,Adult,8/4/08,"Cow Crk, BTNF",Management,"Sunlight Crk, BTNF",WYGFD,2008
565,Male,Subadult,8/9/08,"Warm River, CTNF",Research,On site,IGBST,2008
565,Male,subadult,8/26/08,"Warm River, CTNF",Research,On site,IGBST,2008
G129,Male,Subadult,8/9/08,"Tepee Crk, BNTF",Management,"Clark Fork, SNF",WYGFD,2008
373,Male,Adult,8/12/08,"Warm River, CTNF",Research,On site,IGBST,2008
590,Female,Subadult,8/13/08,"Marston Crk, SNF",Research,On site,WYGFD,2008
545,Male,Adult,8/13/08,"Sheridan Crk, SNF",Management,Removed,WYGFD,2008
556,Male,Adult,8/21/08,"Warm River, CTNF",Research,On site,IGBST,2008
556,Male,adult,8/24/08,"Warm River, CTNF",Research,On site,IGBST,2008
591,Female,Subadult,8/21/08,"Warm River, CTNF",Research,On site,IGBST,2008
592,Male,Adult,8/21/08,"Marston Crk, SNF",Research,On site,WYGFD,2008
593,Male,Subadult,8/22/08,"Porcupine Crk, CTNF",Research,On site,IGBST,2008
302,Male,Adult,8/23/08,"Marston Crk, SNF",Research,On site,WYGFD,2008
594,Male,Subadult,8/23/08,"Warm River, CTNF",Research,On site,IGBST,2008
400,Male,Adult,8/23/08,"Porcupine Crk, CTNF",Research,On site,IGBST,2008
563,Male,Adult,8/24/08,"Warm River, CTNF",Research,On site,IGBST,2008
595,Male,Subadult,8/24/08,"Bootjack Crk, CTNF",Research,On site,IGBST,2008
279,Female,Adult,8/28/08,"Sheridan Crk, SNF",Management,"N Fork Shoshone R., SNF WYGF",WYGFD,2008
G130,Male,Subadult,9/12/08,"Bennett Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2008
G131,Male,Subadult,9/12/08,"Bennett Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2008
G132,Male,Subadult,9/12/08,"Bennett Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2008
596,Female,Adult,9/14/08,"Bennett Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2008
363,Male,Adult,9/25/08,"Monument Bay, YNP",Research,On site,IGBST,2008
363,Male,Adult,10/19/08,"Monument Bay, YNP",Research,On site,IGBST,2008
597,Female,Subadult,9/26/08,"Yellowstone River, Pr-MT",Research,On site,IGBST,2008
598,Male,Subadult,9/26/08,"Yellowstone River, Pr-MT",Management,"Charcoal Bay, YNP",MTFWP,2008
458,Female,Adult,10/1/08,"Buffalo Fork, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2008
